epoch,acc,loss,val_acc,val_loss
37,0.901739,0.24208721816539763,0.9045094847679138,0.22249014675617218
38,0.90122294,0.2429679274559021,0.9063131809234619,0.21798372268676758
39,0.90387595,0.2372981935739517,0.8959720730781555,0.26547685265541077
40,0.9021147,0.23988382935523986,0.9113172292709351,0.26559630036354065
41,0.9070652,0.22994102120399476,0.9098039865493774,0.20963965356349945
42,0.90922517,0.2227529004216194,0.9118825197219849,0.21941156685352325
43,0.9137322,0.21331193983554841,0.916700541973114,0.22462165355682373
44,0.913544,0.21317708224058152,0.9162286520004272,0.14858001470565796
45,0.9171744,0.20434308856725691,0.9228289723396301,0.2345573902130127
46,0.9181176,0.20038300126791,0.9160743951797485,0.19060933589935303
47,0.9185304,0.20099656015634537,0.9208338260650635,0.21667593717575073
48,0.91930336,0.19746049344539643,0.9181333184242249,0.16648057103157043
49,0.9214339,0.19346772134304047,0.9240514039993286,0.19905544817447662
50,0.9214417,0.19342970371246337,0.9253122806549072,0.18179261684417725
51,0.92609876,0.1818995100259781,0.9270556569099426,0.21596074104309082
52,0.91353077,0.21217987954616546,0.9149126410484314,0.165169358253479
53,0.91343975,0.21172072261571884,0.9202941060066223,0.17642514407634735
54,0.9198565,0.19801702171564103,0.9253514409065247,0.1599719524383545
55,0.9221397,0.1919333130121231,0.9274113774299622,0.1756277233362198
56,0.92359424,0.1883345690369606,0.9280746579170227,0.18666525185108185
57,0.9290177,0.17345811203122138,0.9341364502906799,0.19288228452205658
58,0.9331193,0.1634229502081871,0.9350295066833496,0.21999098360538483
59,0.9359816,0.15527798384428024,0.9384627342224121,0.16649092733860016
60,0.9376291,0.15090088039636612,0.9392000436782837,0.20380544662475586
61,0.93871105,0.14827354565262796,0.9394987225532532,0.11125922203063965
62,0.93869036,0.1487342256307602,0.9389339089393616,0.15964768826961517
63,0.9396008,0.14545821785926819,0.942685067653656,0.08836030215024948
64,0.94269,0.13822955794632436,0.943555474281311,0.093478262424469
65,0.94464266,0.13258784666657447,0.9477757811546326,0.18148164451122284
66,0.94720155,0.12659374222159386,0.9495508670806885,0.10165306180715561
67,0.9492238,0.12105869352817536,0.9494040012359619,0.15683972835540771
68,0.94852185,0.12247928231954575,0.951198399066925,0.16862833499908447
69,0.9506184,0.1172267247736454,0.9527059197425842,0.10832896083593369
70,0.95203876,0.11370325669646263,0.9540160894393921,0.10536132007837296
71,0.9535361,0.10964433744549751,0.9544857740402222,0.10855605453252792
72,0.9544987,0.108212079256773,0.9561448097229004,0.03914523497223854
73,0.9534165,0.11047981653362512,0.9556412696838379,0.16522584855556488
74,0.9546592,0.10696032412350177,0.954327404499054,0.13624818623065948
75,0.9560082,0.10389838486909866,0.9580836892127991,0.09988448023796082
76,0.95754313,0.10147061869502068,0.9588133692741394,0.12704551219940186
77,0.9575234,0.10133381403982639,0.9583106637001038,0.09717906266450882
78,0.95769876,0.10045168250799179,0.9610341191291809,0.05237143859267235
79,0.9607124,0.09209763512015343,0.963327944278717,0.13358204066753387
80,0.96110064,0.09117138840258121,0.9607500433921814,0.07981417328119278
81,0.961926,0.08921661719679833,0.9640040993690491,0.06421627849340439
82,0.9638712,0.0848281367868185,0.964131772518158,0.12497065216302872
83,0.9614269,0.09300341174006461,0.9594590067863464,0.08725863695144653
84,0.9605128,0.0942241869866848,0.9633435010910034,0.0792241021990776
85,0.9626535,0.08832195572555065,0.9635390043258667,0.1350560337305069
86,0.96424377,0.08466870568692685,0.9670894145965576,0.06274887174367905
87,0.9662671,0.07976505398750305,0.9684629440307617,0.08605968207120895
88,0.9677216,0.07590252339839935,0.9699164628982544,0.05989419296383858
89,0.9696865,0.0712741705775261,0.9713612794876099,0.09847667813301086
90,0.9689905,0.07315983571112156,0.9699848294258118,0.09526363760232925
91,0.9685411,0.07453528638929129,0.9681692719459534,0.0572916679084301
92,0.9656494,0.08205880999565124,0.9655702710151672,0.09791906923055649
93,0.9627937,0.09149143807590007,0.9617624878883362,0.10565140098333359
94,0.9631487,0.08826429285109043,0.9680813550949097,0.07857135683298111
95,0.9671851,0.07782384440302849,0.9689128398895264,0.07230626791715622
96,0.9681353,0.07555807523429393,0.969417929649353,0.05477851256728172
97,0.9699366,0.07138462677598,0.9716360569000244,0.09641152620315552
98,0.9723728,0.06518247336149216,0.9742079377174377,0.03255029022693634
99,0.97373486,0.06193277690559626,0.9742105007171631,0.07756123691797256
100,0.97451895,0.06012844078242779,0.972542941570282,0.12198126316070557
101,0.9735089,0.06252208650112152,0.9752505421638489,0.054987337440252304
102,0.9749851,0.058831400088965896,0.9760345220565796,0.042742595076560974
103,0.9760067,0.056668813489377495,0.976240873336792,0.06937970221042633
104,0.97639894,0.0554954170063138,0.9768844842910767,0.06777018308639526
105,0.97637826,0.055754711106419566,0.9759867191314697,0.032218337059020996
106,0.97335786,0.06248708751052618,0.9730877876281738,0.041370563209056854
107,0.9739118,0.061495055258274076,0.9754999876022339,0.043762460350990295
108,0.975463,0.05784042079001665,0.9767590165138245,0.07892920821905136
109,0.97585267,0.05687831036746502,0.9776530861854553,0.03921504691243172
110,0.9775463,0.05291928961873055,0.9790549874305725,0.023453300818800926
111,0.96273243,0.09411230243742466,0.9074476361274719,0.15643160045146942
112,0.92831266,0.18074631899595262,0.9394029974937439,0.19585077464580536
113,0.9446706,0.13574342876672746,0.9575381278991699,0.1130661889910698
114,0.9613633,0.09274939596652984,0.9672622680664062,0.08855978399515152
115,0.97001505,0.07091967336833477,0.9741086959838867,0.08963242918252945
116,0.9743044,0.06069455280900002,0.9763414263725281,0.020013554021716118
117,0.97601825,0.05653186589479446,0.9781527519226074,0.08214720338582993
118,0.9775415,0.053154803812503815,0.9785909056663513,0.027006590738892555
119,0.97779274,0.05231126334518194,0.9783843755722046,0.05349576845765114
120,0.97871166,0.05029478773474693,0.979202389717102,0.04809213802218437
121,0.9793922,0.048906083330512044,0.980256974697113,0.04667806625366211
122,0.9801378,0.04699973236769438,0.9796276688575745,0.04943348467350006
123,0.98027873,0.04661739569157362,0.9816612005233765,0.06391105055809021
124,0.9816509,0.0434148421138525,0.9823727607727051,0.03977048397064209
125,0.9816983,0.04341136481612921,0.9819173216819763,0.011488129384815693
126,0.98165447,0.04335848726332188,0.981200635433197,0.047030020505189896
127,0.98197925,0.04272225804626942,0.9825693964958191,0.05839962884783745
128,0.9826191,0.04108628872781992,0.9832006692886353,0.03497825562953949
129,0.98287517,0.04056581938639283,0.9834048748016357,0.05481121316552162
130,0.9830463,0.04015516273677349,0.9832737445831299,0.02493155002593994
131,0.98209953,0.04213859554380178,0.9813399314880371,0.028938842937350273
132,0.9813156,0.044100466184318066,0.9807655811309814,0.06415567547082901
133,0.98141146,0.04405489966273308,0.9803643822669983,0.04669957235455513
134,0.9812357,0.044504308477044105,0.9815382957458496,0.031323421746492386
135,0.9812664,0.04406239826232195,0.9829615354537964,0.04704126715660095
136,0.98263013,0.0410149160772562,0.984188973903656,0.04278187081217766
137,0.9835896,0.03871899875346571,0.9839316010475159,0.060988202691078186
138,0.9835207,0.03898144407197833,0.9839909672737122,0.013766873627901077
139,0.9828603,0.040651339180767534,0.9820922017097473,0.06490572541952133
140,0.98319775,0.03991772633045912,0.9843236207962036,0.02862689644098282
141,0.9840628,0.03798319825902581,0.9850962162017822,0.011481734924018383
142,0.9843689,0.036950126215815546,0.9851706027984619,0.03956952691078186
143,0.98453766,0.03666231142356992,0.985426664352417,0.04373106732964516
144,0.984322,0.03718847658485174,0.9844515919685364,0.03802269324660301
145,0.98378426,0.038374332822859285,0.9843482375144958,0.021399222314357758
146,0.9835224,0.038827517293393614,0.9834429025650024,0.04983363673090935
147,0.98278177,0.04060100476723164,0.9812719821929932,0.0455286018550396
148,0.98347765,0.03905508413910866,0.9846993088722229,0.0142233120277524
149,0.9835682,0.0390021188929677,0.9850940704345703,0.01874403841793537
150,0.98513436,0.035193464159965514,0.9856748580932617,0.04360970854759216
151,0.985896,0.03354543797671795,0.9864701628684998,0.03906570002436638
152,0.98635143,0.03236893571913242,0.9866754412651062,0.008030835539102554
153,0.985951,0.03322917334735394,0.9865322113037109,0.024090440943837166
154,0.98544616,0.03455366168171167,0.9859489798545837,0.041465405374765396
155,0.9849353,0.03589469645172358,0.9824166893959045,0.03488681837916374
156,0.9827725,0.04072332070209086,0.9823597073554993,0.03081187605857849
157,0.9829057,0.0407049397751689,0.9836091995239258,0.0496334433555603
158,0.9824796,0.04143631674349308,0.9841220378875732,0.032170698046684265
159,0.9843277,0.03700055403634906,0.9857562184333801,0.013622364960610867
160,0.98444223,0.03666043603792787,0.9858056902885437,0.036300063133239746
161,0.98468375,0.0362233149446547,0.9847517013549805,0.04266969487071037
162,0.9858534,0.033578611388802526,0.986260175704956,0.05013143643736839
163,0.98527485,0.035238393247127534,0.9850937128067017,0.041071947664022446
164,0.9860713,0.0332237633690238,0.9872276782989502,0.060295965522527695
165,0.9872756,0.030235583633184432,0.9878259301185608,0.029327305033802986
166,0.9875598,0.029665326550602913,0.9878025054931641,0.028600847348570824
167,0.98711413,0.030587799455970524,0.9866465330123901,0.02301468886435032
168,0.9864151,0.03206092368811369,0.9866534471511841,0.01267149392515421
169,0.98652506,0.032050465047359464,0.9874264597892761,0.029542265459895134
170,0.9874162,0.02991130478680134,0.9882688522338867,0.034257885068655014
171,0.9884665,0.027557625696063043,0.9886928200721741,0.028081616386771202
172,0.9888272,0.026735556088387968,0.988345205783844,0.0327150821685791
173,0.98807096,0.028727139830589294,0.9858691692352295,0.0558919794857502
174,0.9870405,0.03073320608586073,0.9860979318618774,0.055510520935058594
175,0.98585176,0.03373749069869518,0.9848880767822266,0.019416920840740204
176,0.9816501,0.04485455609858036,0.9792447686195374,0.05208095908164978
177,0.9735958,0.06500497166067362,0.9465333819389343,0.11827383190393448
178,0.9576377,0.10609172940254212,0.9675435423851013,0.03432554379105568
179,0.9699586,0.07327720075845719,0.973237931728363,0.04038998484611511
180,0.97382754,0.06369412124156952,0.9785137176513672,0.08171545714139938
181,0.9806354,0.046159574016928676,0.9838193655014038,0.025875432416796684
182,0.984181,0.03752819456160068,0.9861271381378174,0.01829800382256508
183,0.9864216,0.032329508904367685,0.9877503514289856,0.010640478692948818
184,0.9876286,0.029472163449972867,0.9883667826652527,0.02204260043799877
185,0.9875997,0.029620863907039167,0.9878206253051758,0.03058340586721897
186,0.98748934,0.030008532293140888,0.9883514642715454,0.036691781133413315
187,0.9873375,0.03019181063398719,0.9867627024650574,0.0413983128964901
188,0.9872277,0.03039905656129122,0.9881147146224976,0.020816665142774582
189,0.9872959,0.03053575273603201,0.9874193072319031,0.023510947823524475
190,0.98609364,0.03294053476303816,0.9867783784866333,0.018107591196894646
191,0.98703164,0.03076887473464012,0.9874522686004639,0.035054761916399
192,0.98849887,0.027425012588500976,0.9885796904563904,0.03222902491688728
193,0.9883993,0.027752652019262313,0.9879190921783447,0.03200794383883476
194,0.9873332,0.029969046898186205,0.9875597357749939,0.03236735239624977
195,0.9855248,0.034220019280910494,0.9839710593223572,0.018969235941767693
196,0.9849014,0.035659812055528164,0.9843056201934814,0.03173680976033211
197,0.98627806,0.03246167270466685,0.9882181882858276,0.046385928988456726
198,0.9880823,0.028368539251387118,0.9891507029533386,0.03146669641137123
199,0.9888546,0.026679656100459397,0.989969789981842,0.012920983135700226
200,0.98957807,0.024998036958277226,0.9900246262550354,0.019290290772914886
201,0.9892451,0.025919780395925046,0.988110363483429,0.015328642912209034
202,0.9886085,0.027201296724379063,0.9886906147003174,0.03802688419818878
203,0.98823774,0.02801443386822939,0.9879904985427856,0.034630488604307175
204,0.98550946,0.034566889703273776,0.9860429763793945,0.019448405131697655
205,0.98381025,0.0385968042165041,0.9865179657936096,0.025512011721730232
206,0.9874224,0.0301662740111351,0.9889889359474182,0.03677592799067497
207,0.98927236,0.025636566709727047,0.9900855422019958,0.02361217886209488
208,0.98988414,0.024133938588201998,0.9897844195365906,0.016531622037291527
209,0.98981017,0.024394402652978896,0.9899317622184753,0.025591617450118065
210,0.98809826,0.02864970438182354,0.9836640357971191,0.014675076119601727
211,0.98200625,0.04361782200634479,0.9829765558242798,0.04080718383193016
212,0.9851063,0.035633884593844416,0.9874128103256226,0.02817522920668125
213,0.9880875,0.028416603077203034,0.989456057548523,0.029961464926600456
214,0.98959523,0.02483574353158474,0.9900128245353699,0.030559873208403587
215,0.98974293,0.024355950579047204,0.9897937178611755,0.02395300567150116
216,0.9899165,0.0241558232717216,0.9905678033828735,0.03169674798846245
217,0.9884451,0.027851085513830184,0.9874205589294434,0.04550215229392052
218,0.9884128,0.02760095976293087,0.9881283640861511,0.017445320263504982
219,0.988967,0.026211107056587933,0.9895490407943726,0.029581457376480103
220,0.98900896,0.026445694826543333,0.9897299408912659,0.02813033014535904
221,0.9893864,0.02539555061608553,0.9899660348892212,0.023175286129117012
222,0.989603,0.024829457923769952,0.9899382591247559,0.022006651386618614
223,0.9894203,0.025071481950581075,0.9900511503219604,0.024444907903671265
224,0.98982674,0.02425079170614481,0.990145742893219,0.02039732225239277
225,0.99039173,0.022970919823274018,0.990587592124939,0.02370619773864746
226,0.9901421,0.023538522347807886,0.9897677898406982,0.017917336896061897
227,0.9881313,0.028576788157224656,0.9876365065574646,0.016774848103523254
228,0.98718596,0.030680434629321098,0.9879375100135803,0.013693583197891712
229,0.9889204,0.026482139714062214,0.9892028570175171,0.020706908777356148
230,0.9895568,0.02500648319721222,0.9904807806015015,0.028767108917236328
231,0.9902787,0.02331362705677748,0.9905739426612854,0.01804283820092678
232,0.9905528,0.02279984427616,0.9907594919204712,0.032695092260837555
233,0.9902276,0.023446223251521587,0.9907621145248413,0.014350385405123234
234,0.99035907,0.023200295828282834,0.9912299513816833,0.0052522714249789715
235,0.9907113,0.02225607082247734,0.990880012512207,0.023808738216757774
236,0.99066913,0.022328020967543126,0.9910169243812561,0.016527963802218437
237,0.98981977,0.02492230970412493,0.988933801651001,0.04508550092577934
238,0.98901176,0.026317456904798746,0.989331066608429,0.038596492260694504
239,0.9898935,0.02434742921963334,0.9909194707870483,0.03205936774611473
240,0.9911535,0.021299606002867223,0.9914008378982544,0.02560865879058838
241,0.990529,0.022705668825656177,0.9905428886413574,0.028541797772049904
242,0.9894877,0.025235177893191577,0.988577663898468,0.03554365038871765
243,0.98977435,0.024598992727696896,0.9899508953094482,0.0481920950114727
244,0.99002016,0.023966530375182628,0.9907821416854858,0.016921542584896088
245,0.99061745,0.022488341443240644,0.9906802177429199,0.030743053182959557
246,0.98996276,0.02406994042918086,0.9903145432472229,0.029927298426628113
247,0.98976326,0.02453040476888418,0.9882404804229736,0.015692085027694702
248,0.98673236,0.03181721119210124,0.9866058230400085,0.03282230347394943
249,0.9873877,0.030290491320192812,0.989157497882843,0.043754566460847855
250,0.9880819,0.028563319221138955,0.9873769879341125,0.007098142523318529
251,0.9892328,0.025822705365717413,0.9901395440101624,0.02503390423953533
252,0.9900605,0.023806249424815178,0.9909690618515015,0.03411007300019264
253,0.9895237,0.025026694312691687,0.9901328682899475,0.014838695526123047
254,0.9895823,0.02492247140035033,0.989878237247467,0.009528185240924358
255,0.98991305,0.024149216525256634,0.9902225732803345,0.021380892023444176
256,0.99089974,0.02185669954866171,0.9914771318435669,0.016208188608288765
257,0.99037284,0.023107233736664057,0.991000771522522,0.04120874032378197
258,0.9901985,0.023637331537902356,0.9911404252052307,0.013183258473873138
259,0.9910897,0.02143510403111577,0.9915800094604492,0.02105243317782879
260,0.99144,0.020607125740498305,0.9920507669448853,0.015392806380987167
261,0.99154246,0.020366424089297654,0.9915193915367126,0.008925504982471466
262,0.99144554,0.02063258332433179,0.9912132024765015,0.017671596258878708
263,0.9904057,0.02296979144215584,0.9901700615882874,0.017447786405682564
264,0.9883794,0.02853495428338647,0.9858545064926147,0.03208640217781067
265,0.9865183,0.03276705805212259,0.9882141947746277,0.031055457890033722
266,0.9885085,0.02768910422921181,0.9896491765975952,0.03334638476371765
267,0.9896622,0.02501441936939955,0.9906532764434814,0.026423664763569832
268,0.9903039,0.02322421345859766,0.9911500811576843,0.004599158186465502
269,0.99095947,0.02179305363446474,0.9909068942070007,0.030142061412334442
270,0.99097806,0.021693142391741277,0.99154132604599,0.0276984591037035
271,0.9888339,0.026770269982516765,0.9899925589561462,0.03426993265748024
272,0.989356,0.02553388465195894,0.9909535646438599,0.035873085260391235
273,0.9912406,0.02118032265454531,0.9920874834060669,0.010837730951607227
274,0.99115264,0.021353805530816318,0.9912097454071045,0.004863861948251724
275,0.99125427,0.021141058411449195,0.9890289306640625,0.010152087546885014
276,0.9891975,0.026608507446944714,0.9887211322784424,0.011993692256510258
277,0.98957396,0.025063313357532025,0.9896758198738098,0.04269149526953697
278,0.99083626,0.022132660530041905,0.9924519658088684,0.019398542121052742
279,0.9922969,0.01871800989843905,0.9924570918083191,0.016026565805077553
280,0.9925376,0.01812056427821517,0.9927077293395996,0.01760689727962017
281,0.9924223,0.018369976747781038,0.9928852319717407,0.028474101796746254
282,0.99206257,0.01933231595903635,0.9916927218437195,0.03005632571876049
283,0.9917045,0.020136576863005757,0.9918067455291748,0.01976967416703701
284,0.99179655,0.019961317293345927,0.9918110370635986,0.02511972188949585
285,0.9918342,0.019695940781384706,0.9926759004592896,0.013377702794969082
286,0.99208325,0.01916402665898204,0.9921383857727051,0.020536158233880997
287,0.99138457,0.02071605611592531,0.9915513396263123,0.009846612811088562
288,0.991185,0.02127956898882985,0.9913671016693115,0.01603458635509014
289,0.99085206,0.022004638593643905,0.9919108152389526,0.017543181777000427
290,0.9918273,0.019774081548675895,0.9923415184020996,0.02390977181494236
291,0.9919739,0.01934504250064492,0.9923364520072937,0.020812751725316048
292,0.9915917,0.020270799938589334,0.9917938113212585,0.018947478383779526
293,0.9917225,0.02007393227890134,0.9924480319023132,0.026211416348814964
294,0.9914276,0.020651677809655666,0.9912516474723816,0.025503886863589287
295,0.9900331,0.02382807021960616,0.9911472797393799,0.024984046816825867
296,0.99110603,0.021410365663468836,0.9919769167900085,0.018492648378014565
297,0.9918993,0.019590060748159884,0.9921777248382568,0.008528181351721287
298,0.9918805,0.019790423903614282,0.9906519651412964,0.02161608822643757
299,0.9910384,0.021869064457714558,0.9915090203285217,0.01648772321641445
